pl_name,pl_eqt,pl_insol,st_teff,st_rad,habitable
HATS-38 b,605.0,22.3,6320.0,1.273,0
HATS-39 b,1411.0,661.0,4590.0,0.7242,0
HATS-4 b,1500.0,311.799884,5879.2,1.77,0
HATS-40 b,1175.0,341.0878,5675.0,1.38,0
HATS-41 b,917.0,136.188,5675.0,1.38,0
HATS-42 b,2507.0,342.95500000000004,6065.8,1.6920100000000002,0
HATS-43 b,2700.0,173.10690099381952,5478.352501167678,0.9586832829524681,0
HATS-44 b,2450.0,299.082,5451.0,1.6726,0
HATS-45 b,2050.0,310.403512,6621.6,1.5684,0
HATS-46 b,794.96,88.9,5618.0,0.9603,0
HATS-47 b,650.68,39.9,5618.0,0.9603,0
HATS-48 A b,1060.0,219.2841,5991.0,1.08,0
HATS-49 b,640.88,40.3,5649.0,0.9593,0
HATS-5 b,470.31,11.7,5649.0,0.9593,0
HATS-50 b,701.66,9.0686,5216.0,0.8418,0
HATS-51 b,642.0,37.135000000000005,5216.0,0.8418,0
HATS-52 b,234.4,0.503,4281.4400000000005,0.299,0
HATS-53 b,1255.0,782.5850800000001,6597.0,1.334,0
HATS-54 b,171.0,0.3908,5794.0,1.53,0
HATS-55 b,1552.0,381.934904,6354.0,1.258,0
HATS-56 b,1309.0,512.0,6354.0,1.258,0
HATS-57 b,1061.0,217.0,6354.0,1.258,0
HATS-58 A b,1200.0,807.0705800000001,7204.58,1.49338,0
HATS-59 b,1200.0,807.0705800000001,7204.58,1.49338,0
HATS-59 c,1300.0,740.9014800000001,7204.58,1.49338,0
HATS-6 b,1150.0,531.26368,6088.6,1.49338,0
HATS-60 b,854.0,41.4199,4080.0,1.45,0
HATS-61 b,2601.0,328.57097999999996,6428.4,1.6499388,0
HATS-62 b,649.0,42.1,5533.0,0.956,0
HATS-63 b,1841.0,253.69195600000003,5945.0,1.24,0
HATS-64 b,618.0,29.61076,4927.0,0.76,0
HATS-65 b,798.0,62.1,3712.0,0.48,0
HATS-66 b,805.0,100.0,5373.0,0.905,0
HATS-67 b,1649.0,328.57097999999996,6061.0,1.81,0
HATS-68 b,1360.0,762.0,5599.0,1.76,0
HATS-69 b,734.0,9.84,5433.0,0.61864,0
HATS-7 b,638.0,27.7,5010.0,0.713,0
HATS-70 b,1309.0,490.0,5775.0,1.25,0
HATS-71 b,1098.0,277.39,5660.0,1.24,0
HATS-72 b,701.4,40.0,4899.0,0.832,0
HATS-74 A b,696.0,20.4393,5870.0,0.855,0
HATS-75 b,868.0,145.8,3778.0,0.51,0
HATS-76 b,537.0,21.4,3778.0,0.51,0
HATS-77 b,666.0,54.9,4740.0,0.71,0
HATS-8 b,1026.0,185.0,5672.0,1.117,0
HATS-9 b,716.0,62.5,4526.0,0.675,0
HD 100546 b,769.0,79.9,4009.0,0.59,0
HD 100655 b,338.0,2.9,4035.0,0.59,1
HD 100777 b,442.0,8.7,4070.4,0.388,0
HD 101581 b,601.0,35.3,4339.0,0.65,0
HD 101581 c,809.0,105.6,4575.0,0.66,0
HD 10180 c,511.0,22.8,5698.0,0.78,0
HD 10180 d,2223.0,174.036512,5120.0,0.7595,0
HD 10180 e,1586.0,293.374,4840.0,0.5660000000000001,0
HD 10180 f,734.0,48.3251,3655.0,0.455,0
HD 10180 g,296.0,1.8,3655.0,0.455,1
HD 10180 h,610.0,33.5,4500.0,0.677,0
HD 101930 b,470.0,11.91,4500.0,0.677,0
HD 102117 b,420.0,7.07,4500.0,0.677,0
HD 102195 b,1471.0,494.6379800000001,3697.0,0.29,0
HD 102272 b,1157.0,486.0,5356.3,0.863,0
HD 102329 b,1012.0,279.0,5356.3,0.863,0
HD 102329 c,888.0,160.0,5356.3,0.863,0
HD 102365 b,757.0,91.1,5356.3,0.863,0
HD 102843 b,653.0,51.0,5356.3,0.863,0
HD 102888 b,445.0,9.29,5356.3,0.863,0
HD 102956 b,524.0,14.8,5370.0,0.88,0
HD 103197 b,488.0,8.0,3789.0,0.45,0
HD 103720 b,962.0,204.0,5585.0,1.06,0
HD 103774 b,2103.0,272.421708,4570.0,0.681,0
HD 103891 b,695.0,39.1,4570.0,0.681,0
HD 103949 b,534.0,20.7,4095.0,0.33,0
HD 104067 b,1077.0,200.1,3690.0,0.578,0
HD 104067 c,676.0,48.0,5131.0,0.68,0
HD 10442 b,566.0,20.8,3695.0,0.45,0
HD 104985 b,337.0,2.9,4044.0,0.61,1
HD 105618 b,497.0,11.8,3845.0,0.53,0
HD 105618 c,715.0,57.5,4097.0,0.63,0
HD 105779 b,552.0,20.5,4097.0,0.63,0
HD 106252 b,708.0,19.9,4258.0,0.58,0
HD 106270 b,583.0,7.0,4258.0,0.58,0
HD 106315 b,381.0,1.67,4258.0,0.58,0
HD 106315 c,1347.0,544.63086,4460.0,0.62,0
HD 10647 b,2432.0,258.434912,5334.0,0.86,0
HD 106515 A b,587.0,22.65,5334.0,0.86,0
HD 106906 b,429.1,6.46,5334.0,0.86,0
HD 10697 b,794.0,98.2256,5503.0,0.95,0
HD 107148 b,948.0,160.72220000000002,5503.0,0.95,0
HD 107148 c,684.0,51.57734000000001,5425.0,0.83,0
HD 108147 b,658.0,44.5,4742.0,0.66,0
HD 108202 b,485.0,13.1,4742.0,0.66,0
HD 108236 b,631.0,34.491,4842.0,0.69,0
HD 108236 c,629.38,37.0819,5185.0,0.803827,0
HD 108236 e,1140.0,472.37636,5960.0,1.61,0
HD 108236 f,1220.0,317.0,6310.0,1.499,0
HD 108341 b,766.35,68.01400000000001,5502.7,0.83,0
HD 108863 b,487.0,4.91,4320.0,0.66,0
HD 108874 b,455.0,10.9555,4455.0,0.676,0
HD 108874 c,840.29,117.826,5525.0,0.887267,0
HD 109246 b,284.0,1.005,4035.2,0.411,1
HD 109271 b,363.0,3.1742600000000003,3727.8,0.411,1
HD 109271 c,797.5,48.3,5365.0,0.719,0
HD 109286 b,949.0,192.0,5528.0,1.06,0
HD 109749 b,965.8,146.9,5128.0,0.789,0
HD 10975 b,787.0,80.571,5482.0,0.87,0
HD 109833 b,615.0,32.0092,5482.0,0.87,0
HD 109833 c,533.0,18.68332,5245.0,0.75,0
HD 109988 b,809.0,90.3896,5788.0,0.94,0
HD 110014 b,477.0,11.3304,5788.0,0.94,0
HD 110067 b,1815.0,194.089132,5438.0,0.83,0
HD 110067 c,1173.0,371.2022,5438.0,0.83,0
HD 110067 d,865.0,131.83311999999998,5438.0,0.83,0
HD 110067 e,698.0,59.92494000000001,5438.0,0.83,0
HD 110067 f,1692.0,231.75073600000002,5977.0,1.19,0
HD 110067 g,1026.0,230.628,5977.0,1.19,0
HD 110082 b,1203.0,497.0,5442.0,0.879,0
HD 110113 b,877.0,140.0,5442.0,0.879,0
HD 110113 c,779.0,87.0,5322.0,0.82,0
HD 110537 b,679.0,51.0,5322.0,0.82,0
HD 11112 b,1142.0,404.0,5322.0,0.82,0
HD 111232 b,939.0,181.77598,5222.0,0.81,0
HD 111232 c,739.0,79.0932,5817.0,0.98,0
HD 111591 b,720.0,72.51852,5713.0,0.99,0
HD 111998 b,848.0,126.7884,5667.0,0.93,0
HD 112300 b,715.8,48.663920000000005,5212.9,0.757,0
HD 112570 b,1229.9,501.60858,5212.9,0.757,0
HD 112640 b,943.2,189.01698,5212.9,0.757,0
HD 113337 b,913.0,116.2,4491.0,0.682,0
HD 113337 c,694.0,38.6,4491.0,0.682,0
HD 11343 c,738.4,63.0114,5026.0,0.765,0
HD 113538 b,1148.0,511.3718,5783.0,1.253,0
HD 113538 c,1122.0,479.9842,5500.0,0.872,0
HD 113996 b,500.0,10.0,4222.06,0.646783,0
HD 114082 b,420.0,5.1,4222.06,0.646783,0
HD 114386 b,1873.0,274.832176,5117.0,0.818,0
HD 114729 b,542.0,21.964,4349.0,0.678,0
HD 114783 b,1001.0,238.0,5875.0,1.236,0
HD 114783 c,1103.0,248.0,4503.0,0.72,0
HD 11505 b,2100.0,114.0,3879.0,0.58,0
HD 11506 b,761.0,79.7,5612.0,1.026,0
HD 11506 c,871.0,96.0,5942.0,1.115,0
HD 11506 d,2271.0,247.27802400000002,5859.0,1.0,0
HD 115404 A b,1091.0,325.0254,5859.0,1.0,0
HD 115404 A c,1002.0,222.0584,5620.0,0.84,0
HD 115954 b,764.0,99.7728,5620.0,0.84,0
HD 116029 b,923.0,162.27620000000002,5520.0,1.7,0
HD 116029 c,1187.0,495.41608,5288.0,0.889,0
HD 117207 b,914.0,121.7858,4715.0,0.65,0
HD 11755 b,1818.0,126.93768,5315.0,0.79,0
HD 117618 b,750.0,66.0,5315.0,0.79,0
HD 118203 b,1529.0,420.783256,5945.0,1.39,0
HD 118203 c,1030.0,312.155,6154.0,1.161,0
HD 11964 b,1127.0,269.0,4796.0,0.71,0
HD 11964 c,794.0,66.2,4796.0,0.71,0
HD 11977 b,525.0,12.7,4796.0,0.71,0
HD 120084 b,1759.0,286.363172,6180.0,1.236,0
HD 121504 b,1587.0,310.403512,5630.0,1.59,0
HD 12235 b,502.0,10.05646,3856.2,0.36,0
HD 12235 c,427.0,5.21986,4636.812,0.36,0
HD 122562 c,399.0,4.66826,4263.4,0.36,0
HD 124330 b,686.0,52.0,5625.0,1.16,0
HD 12484 b,542.0,20.0,5625.0,1.16,0
HD 125271 b,586.0,29.587200000000003,3810.0,0.54,0
HD 125390 b,389.0,8.632439999999999,3810.0,0.54,0
HD 125595 b,507.0,17.339199999999998,5262.0,0.75,0
HD 125612 b,416.0,4.96186,4110.412,0.37,0
HD 125612 c,1035.0,250.12964,6570.0,1.39,0
HD 125612 d,801.0,92.496,6570.0,1.39,0
HD 12648 b,638.0,42.00682,5677.0,0.92,0
HD 126525 b,923.0,83.0,5793.0,1.25,0
HD 12661 b,977.0,200.1682,5610.0,0.94,0
HD 12661 c,979.0,182.6758,4667.0,0.69,0
HD 126614 b,688.0,65.21976,4667.0,0.69,0
HD 127506 b,886.0,120.79635999999998,5528.0,0.92,0
HD 128311 b,1061.0,279.45848,6504.0,1.57,0
HD 128311 c,494.0,9.91,4193.6,0.2932,0
HD 128356 b,1003.0,217.0914,5003.0,0.797,0
HD 128717 b,437.0,7.546399999999998,3717.0,0.49,0
HD 129445 b,639.0,37.63468,5152.0,0.82,0
HD 130322 b,1238.0,365.8185,6027.0,1.1,0
HD 131496 b,791.0,114.5512,4629.0,0.67,0
HD 13167 b,551.0,24.3304,4629.0,0.67,0
HD 13189 b,1034.0,198.6608,4676.0,0.69,0
HD 132406 b,789.0,65.50932,3725.0,0.5,0
HD 132563 b,831.0,104.7962,6351.0,1.31,0
HD 133131 A b,795.0,114.8184,6059.0,1.13,0
HD 133131 A c,430.0,5.8,3785.0,0.52,0
HD 133131 B b,2090.0,328.57097999999996,6860.0,1.755,0
HD 134060 b,1036.0,180.0,5490.0,1.663,0
HD 134060 c,470.0,8.17,5368.0,0.85,0
HD 134606 b,496.0,11.71978,3660.0,0.473,0
HD 134606 c,331.0,3.32026,3660.0,0.473,1
HD 134606 d,1366.0,592.0,5420.0,0.92,0
HD 134606 e,1515.0,879.5,4285.0,0.703,0
HD 134606 f,664.5,32.4,4285.0,0.703,0
HD 134987 b,538.3,13.95,4285.0,0.703,0
HD 134987 c,490.1,9.581,4285.0,0.703,0
HD 135344 A b,1136.0,424.52606,5106.0,0.78,0
HD 135625 b,696.0,57.3824,5106.0,0.78,0
HD 135694 b,888.0,167.34542000000002,5106.0,0.78,0
HD 135872 b,801.0,106.66904,5106.0,0.78,0
HD 136118 b,492.0,15.08926,5106.0,0.78,0
HD 136352 b,1429.0,904.27926,6209.0,1.45,0
HD 136352 c,836.0,116.0,5246.0,0.876,0
HD 136352 d,1203.0,367.47976000000006,4877.0,0.77,0
HD 136418 b,848.0,108.5804,4877.0,0.77,0
HD 136925 b,893.0,133.8067,5644.0,0.99,0
HD 13724 c,747.0,60.86900000000001,5397.0,0.83,0
HD 137388 b,849.0,110.7604,5161.0,0.85,0
HD 137496 b,655.0,65.5846,5044.0,0.7,0
HD 137496 c,1166.0,161.2476,4841.0,0.69,0
HD 13808 b,653.0,45.7572,4841.0,0.69,0
HD 13808 c,583.0,23.965200000000003,5139.0,0.85,0
HD 13908 b,1049.0,195.0,5680.0,0.973,0
HD 13908 c,1711.0,383.41051600000003,6747.0,1.61,0
HD 13931 b,879.0,133.14716,5558.0,0.86,0
HD 139357 b,568.0,30.1,4185.4,0.288,0
HD 1397 b,787.0,69.5,5500.0,1.28,0
HD 14067 b,665.0,43.8356,4812.0,0.76,0
HD 140901 b,1057.0,227.13118,5499.0,1.0,0
HD 140901 c,1186.0,339.22032,5060.0,0.82,0
HD 141004 b,653.0,42.6,4140.0,0.607,0
HD 141399 b,1088.9,234.31,4975.0,0.787,0
HD 141399 c,741.4,50.35,4975.0,0.787,0
HD 141399 d,619.9,24.61,4975.0,0.787,0
HD 141399 e,500.9,10.5,4975.0,0.787,0
HD 141937 b,347.0,4.4024,3926.0,0.62,1
HD 142 A d,804.0,111.86280000000002,5695.0,1.07,0
HD 142 b,226.36,1.0145000000000002,4035.2,0.32,0
HD 142 c,753.0,75.67240000000001,5529.0,1.025,0
HD 142022 A b,1171.0,293.0,5358.0,0.86,0
HD 142245 b,1230.0,517.3746,6302.0,1.511,0
HD 142415 b,676.0,50.1964,6302.0,1.511,0
HD 143105 b,1278.0,633.0,5520.0,0.899,0
HD 143361 b,795.0,67.0,5725.0,1.09,0
HD 143811 AB b,750.0,75.6724,5532.0,0.947,0
HD 144899 b,1425.0,781.1987799999999,5612.0,1.2,0
HD 145377 b,852.0,97.8595,4444.0,0.7,0
HD 145457 b,501.3,10.5,3844.0,0.546,0
HD 145675 c,371.8,3.17,3844.0,0.546,1
HD 145934 b,305.2,1.44,3844.0,0.546,1
HD 1461 b,1092.0,299.0,5425.0,0.844,0
HD 1461 c,1213.76,512.9234,6100.0,1.24,0
HD 147018 b,1688.0,266.267216,5280.0,0.78,0
HD 147018 c,460.0,7.45,3838.6,0.196,0
HD 147379 b,841.0,102.50564,4539.2,0.379,0
HD 147513 b,423.0,4.96186,4110.412,0.379,0
HD 14787 b,432.0,5.181399999999999,4207.012000000001,0.379,0
HD 147873 b,456.0,11.08152,3851.0,0.552,0
HD 147873 c,641.0,40.381600000000006,5440.0,0.898,0
HD 148156 b,837.0,79.5,5271.0,0.86,0
HD 148164 b,634.0,26.2,5271.0,0.86,0
HD 148164 c,550.0,14.8,5271.0,0.86,0
HD 149026 b,1066.0,252.7674,5271.0,0.86,0
HD 149143 b,698.0,43.265,4495.2,0.3,0
HD 149806 b,830.0,68.5516,3750.0,0.595,0
HD 150010 b,635.0,31.101160000000004,4141.0,0.602,0
HD 1502 b,318.0,2.4604,3710.0,0.549,1
HD 150706 b,707.0,41.70114,3752.0,0.505,0
HD 151450 b,423.0,6.44,3936.4,0.298,0
HD 151450 c,1114.0,214.16032,3924.0,0.688,0
HD 152079 b,650.0,45.7,5282.0,0.822,0
HD 152581 b,850.0,73.85816,5959.0,1.05,0
HD 152843 b,969.0,114.929,6232.0,1.5,0
HD 152843 c,909.0,161.55080000000004,5994.0,1.06,0
HD 15337 b,673.0,51.5971,5994.0,1.06,0
HD 15337 c,266.0,1.20444,4049.6,0.28,0
HD 153557 b,826.0,102.1266,5880.0,1.22,0
HD 153557 c,1380.0,832.2294,6502.0,1.49,0
HD 153557 d,949.0,188.86996,6222.0,1.33,0
HD 153950 b,569.0,25.6842,5424.0,0.8,0
HD 154088 b,850.0,144.0324,5869.0,1.32,0
HD 154345 b,783.0,100.061,4558.0,0.63,0
HD 154391 b,508.0,15.375599999999997,4857.0,0.72,0
HD 154672 b,1687.0,420.783256,6168.0,1.42,0
HD 154857 b,606.0,33.4082,5532.0,1.13,0
HD 154857 c,598.0,35.1714,5817.0,1.16,0
HD 155193 b,861.0,152.9362,5920.0,1.09,0
HD 155358 b,653.0,37.17003999999999,3804.0,0.46,0
HD 155358 c,465.0,9.156,3804.0,0.46,0
HD 155918 b,722.0,37.2966,4374.0,0.49,0
HD 155918 c,437.0,10.29898,3779.0,0.52,0
HD 156098 b,450.0,8.8138,4801.0,0.7,0
HD 156098 c,640.0,39.2402,4599.0,0.63,0
HD 156279 b,908.0,133.083,5077.0,0.85,0
HD 156279 c,655.0,44.72580000000001,5077.0,0.85,0
HD 156411 b,518.0,16.717419999999997,4385.0,0.49,0
HD 156668 b,979.0,211.0,4402.71,0.619575,0
HD 156668 c,766.0,68.0,4402.71,0.619575,0
HD 156846 b,1158.0,442.9758,5789.0,1.04,0
HD 158038 b,687.0,50.9832,5789.0,1.04,0
HD 158259 b,934.0,163.17424,5769.0,1.05,0
HD 158259 c,1160.0,453.3662000000001,5791.0,0.95,0
HD 158259 d,885.0,135.25964000000002,5791.0,0.95,0
HD 158259 e,727.0,90.32252,5791.0,0.95,0
HD 158259 f,735.0,33.0649,5698.0,0.99,0
HD 158996 b,543.0,18.9182,3669.0,0.41,0
HD 15906 b,1066.0,480.493,5790.0,0.92,0
HD 15906 c,624.0,31.3198,5568.0,0.86,0
HD 159243 b,735.0,90.32252,5794.0,1.0,0
HD 159243 c,888.0,147.24486000000002,5650.0,0.91,0
HD 159868 b,1328.0,519.0,4916.0,0.718,0
HD 159868 c,854.0,89.0,4916.0,0.718,0
HD 1605 b,912.0,115.0,5679.0,0.98,0
HD 1605 c,949.0,193.0,5352.0,0.809,0
HD 160691 b,839.0,118.0,5352.0,0.809,0
HD 160691 c,646.0,41.3,5352.0,0.809,0
HD 160691 d,1267.0,428.205,5377.0,0.971,0
HD 160691 e,956.83,198.0922,4925.0,0.736,0
HD 161178 b,1266.0,426.0,5731.0,1.06,0
HD 16141 b,916.0,117.0,5731.0,1.06,0
HD 16175 b,874.0,138.0,5310.0,0.91,0
HD 162020 b,932.0,179.0,5773.0,1.094,0
HD 163607 b,1670.0,100.337,4881.0,0.8506,0
HD 163607 c,1119.0,260.965,5558.0,0.966,0
HD 16417 b,643.0,28.5068,4938.0,0.631,0
HD 164509 b,563.0,15.6,4014.73,0.569359,0
HD 164595 b,949.0,134.883,5511.0,0.886,0
HD 164604 b,969.0,146.577,4927.0,0.765,0
HD 164922 b,412.4,4.82,4263.4,0.1965,0
HD 164922 c,447.0,10.04278,3746.0,0.554,0
HD 164922 d,558.0,26.190999999999995,3861.0,0.5776,0
HD 164922 e,377.0,3.3,3711.0,0.541,0
HD 165131 b,939.3,49.0,3840.6,0.542,0
HD 165155 b,1093.7,215.2916,3840.6,0.542,0
HD 1666 b,1211.0,646.0,5912.0,1.58,0
HD 166724 b,1073.56,100.0,4103.0,0.445,0
HD 167042 b,889.0,119.0,6256.0,1.29,0
HD 167677 b,565.0,24.1,3930.0,0.57,0
HD 167768 b,456.0,10.2,3930.0,0.57,0
HD 168009 b,2004.0,539.4744720000001,7147.0,1.5406279999999999,0
HD 168443 b,665.0,52.5,5263.0,0.807,0
HD 168443 c,560.0,6.1,3990.0,0.643,0
HD 168746 b,900.0,141.3,4300.0,0.715,0
HD 168863 b,635.8,24.1,4413.0,0.671,0
HD 1690 b,615.0,28.6,5850.0,0.96,0
HD 16905 b,1400.0,245.14995199999998,5500.0,1.12,0
HD 169142 b,1325.0,730.0,5748.0,0.995,0
HD 169830 b,666.0,46.7,4455.0,0.696,0
HD 169830 c,495.0,14.3,4455.0,0.696,0
HD 170469 b,1372.0,840.0,5887.0,1.67,0
HD 17092 b,786.0,125.0,5700.0,1.533,0
HD 171028 b,968.0,209.0,5867.0,1.058,0
HD 171238 b,186.1,0.285,5867.0,1.058,0
HD 17156 b,806.0,58.0,5160.0,0.792,0
HD 173416 b,1022.0,181.0,5897.0,1.265,0
HD 174205 b,631.0,37.7,4870.0,0.74,0
HD 175167 b,801.0,97.8,4870.0,0.74,0
HD 175541 b,1355.0,800.0,4232.0,0.71,0
HD 175607 b,979.0,85.0,5747.0,1.401,0
HD 17674 b,314.0,1.36,3991.6,0.31,1
HD 176986 b,502.0,10.2,4484.0,0.619,0
HD 176986 c,474.0,10.14256,3970.4,0.4,0
HD 176986 d,1566.0,114.149,4673.0,0.52738,0
HD 177565 b,1185.0,339.0,6260.0,1.518,0
HD 177830 b,1184.0,357.0,6069.0,1.4380000000000002,0
HD 177830 c,390.0,7.0200000000000005,6069.0,0.24514360000000002,0
HD 178911 B b,2361.0,341.528552,6516.0,1.471,0
HD 179079 b,1377.0,600.0,5948.0,1.209,0
HD 179949 b,1712.0,80.3028,5375.0,0.831095,0
HD 180053 b,1800.0,220.37520000000004,6279.0,1.476,0
HD 18015 b,1970.0,826.113,5720.0,1.52,0
HD 180314 b,1642.0,328.57097999999996,6003.0,1.78,0
HD 180617 b,2453.0,321.202876,6236.0,1.36,0
HD 180902 b,2087.0,318.23220000000003,6171.442,1.645,0
HD 181234 b,2085.0,290.27981600000004,6670.0,1.7123720000000002,0
HD 181342 b,1935.0,173.10690099381952,5478.352501167678,0.9586832829524681,0
HD 18143 b,2080.0,289.9388,6327.0,1.3155999999999999,0
HD 18143 c,2262.0,277.73100000000005,6282.719999999999,1.565,0
HD 181433 b,2051.0,281.07636,6067.0,1.638,0
HD 181433 c,1561.0,361.65300800000006,5899.0,0.996,0
HD 181433 d,1391.0,624.0,6426.0,1.338,0
HD 181720 b,1816.0,328.57097999999996,6304.0,1.7,0
HD 183263 b,1823.0,383.378116,6206.0,1.603,0
HD 183263 c,1313.0,718.188,6102.0,1.73,0
HD 183579 b,2048.0,328.57097999999996,6768.0,1.81,0
HD 184010 b,1675.0,337.268752,5754.0,1.46,0
HD 184010 c,4050.0,173.10690099381952,5478.352501167678,0.9586832829524681,0
HD 184010 d,308.0,2.9,6340.0,1.24,1
HD 18438 b,264.0,3.356,6065.0,1.03,0
HD 185269 b,594.4,20.56,4135.0,0.619,0
HD 185283 b,392.5,3.91,4135.0,0.619,0
HD 18599 b,911.0,196.507,6635.0,1.4,0
HD 187085 b,511.0,7.28,5520.0,1.13,0
HD 187123 b,2550.0,271.311,6470.6,1.74,0
HD 187123 c,659.0,45.0,6160.0,1.667,0
HD 18742 b,758.0,68.563,5466.0,0.897,0
HD 188015 b,660.0,44.8,5833.0,0.972,0
HD 188641 b,755.0,76.81,5833.0,0.972,0
HD 189567 b,412.0,5.7,5922.0,1.143,0
HD 189567 c,321.0,2.49,5922.0,1.143,1
HD 189733 b,475.0,11.8,5233.0,0.835,0
HD 190007 b,613.0,27.35,4413.0,0.667,0
HD 190228 b,1654.0,513.74032,4530.8,0.45,0
HD 190360 b,1046.0,272.033,5545.0,0.86,0
HD 190360 c,758.0,78.19,5900.0,1.2,0
HD 190647 b,785.0,90.2,6001.0,1.255,0
HD 190984 b,686.0,52.5,6001.0,1.255,0
HD 191806 b,1062.0,316.442,6080.0,1.2,0
HD 191939 b,987.0,236.315,6080.0,1.2,0
HD 191939 c,520.0,18.168,6080.0,1.2,0
HD 191939 d,450.0,10.228,6080.0,1.2,0
HD 191939 e,407.0,6.796,6080.0,1.2,0
HD 191939 f,342.0,3.387,6031.13,1.185,1
HD 191939 g,294.0,1.849,6031.13,1.185,1
HD 192263 b,347.0,3.3,5830.0,0.96,1
HD 192310 b,1180.0,320.0,4526.0,0.4,0
HD 192310 c,805.0,99.24,5241.0,0.874,0
HD 192699 b,432.0,8.27,4324.0,0.788,0
HD 194490 b,1486.0,350.95031600000004,6182.0,1.52,0
HD 195019 b,1012.0,268.219,6182.0,1.52,0
HD 196050 b,806.0,97.12,6182.0,1.52,0
HD 196067 b,584.0,29.7,6182.0,1.52,0
HD 196067 c,1022.0,186.31,5295.0,0.818,0
HD 19615 b,597.0,32.38146,5295.0,0.818,0
HD 196885 A b,1459.0,729.0,5165.0,0.907,0
HD 197037 b,2188.0,179.878096,5708.0,1.065,0
HD 199509 b,579.0,18.3,5708.0,1.065,0
HD 19994 b,387.0,6.9464,5708.0,1.065,0
HD 20003 b,1155.0,478.214,5837.0,1.51,0
HD 20003 c,939.0,208.657,5825.0,1.49,0
HD 200964 b,670.0,53.981,5825.0,1.49,0
HD 200964 c,473.0,18.0,6453.0,1.51,0
HD 202206 c,693.0,40.853,5491.0,0.88,0
HD 202696 b,804.0,72.4,5376.0,0.836475,0
HD 202696 c,1453.0,310.403512,6144.0,1.57,0
HD 202772 A b,1157.0,814.925,6109.0,1.17,0
HD 203030 b,1661.0,157.17540000000002,4972.0,1.0046558,0
HD 20329 b,1026.0,301.329,5782.0,1.06,0
HD 203387 b,791.0,153.493,5328.0,0.74,0
HD 203387 c,652.0,42.62,4587.0,0.7,0
HD 2039 b,627.0,35.408,5066.0,0.78,0
HD 204313 b,403.0,11.561,4027.0,0.57,0
HD 204313 c,1513.0,399.404116,5667.0,1.56,0
HD 204313 e,1413.0,596.069,5667.0,1.56,0
HD 204941 b,477.0,10.17,5253.0,0.82,0
HD 205158 b,920.0,108.788,5416.0,0.88,0
HD 205739 b,934.0,191.811,5556.0,0.91,0
HD 206255 b,766.0,16.101,4954.0,0.76,0
HD 206610 b,614.0,33.479,5388.0,0.84,0
HD 206893 b,1040.0,172.112,6769.0,1.81,0
HD 206893 c,1540.0,240.14963200000003,5821.0,1.0,0
HD 207496 b,407.0,7.071,5821.0,1.0,0
HD 20781 b,831.0,119.603,5473.0,0.87,0
HD 20781 c,498.0,12.098,5518.0,0.88,0
HD 20781 d,1164.0,330.249,4433.0,0.67,0
HD 20781 e,857.0,90.0,4909.0,0.724,0
HD 20782 b,777.0,61.0,4909.0,0.724,0
HD 207832 b,686.0,36.9,4909.0,0.724,0
HD 207832 c,590.0,20.3,4909.0,0.724,0
HD 207897 b,495.0,10.0,4909.0,0.724,0
HD 20794 b,325.0,2.339,5227.0,0.8,1
HD 20794 d,634.0,50.37,5431.0,0.86,0
HD 20794 e,512.0,19.258,4445.0,0.68,0
HD 20794 f,524.0,6.978,5494.0,0.89,0
HD 208487 b,376.0,5.446,5143.0,0.78,0
HD 208527 b,1654.0,17.952,6089.0,1.13,0
HD 20868 b,425.0,5.988,4948.0,0.75,0
HD 208897 b,1268.0,166.756912,5436.0,0.82,0
HD 209458 b,1217.0,519.636,5522.0,0.87,0
HD 210193 b,790.0,92.16,5030.0,0.77,0
HD 210277 b,973.0,150.536,6047.0,1.492,0
HD 210702 b,434.0,5.97,6047.0,1.492,0
HD 211403 b,529.0,16.881,4983.0,0.76,0
HD 211810 b,2024.0,238.161052,6011.0,1.12,0
HD 211970 b,802.0,176.144,4647.0,0.71,0
HD 212301 b,914.0,159.422,5547.0,0.92,0
HD 212771 b,675.0,36.787,5198.0,0.8,0
HD 213240 b,1301.0,386.340304,5763.0,0.97,0
HD 213472 b,326.0,2.821,5533.0,0.89,1
HD 213519 b,1650.0,406.775912,5105.0,0.78,0
HD 213885 b,285.0,1.512,5335.0,0.83,1
HD 213885 c,784.0,89.24,5159.0,0.821,0
HD 21411 b,2080.0,668.128,4870.0,0.74,0
HD 214823 b,852.0,119.907,5711.0,1.349,0
HD 215152 b,668.0,45.438,5711.0,1.349,0
HD 215152 c,515.0,16.012,5711.0,1.349,0
HD 215152 d,300.0,2.121,5694.0,0.96,1
HD 215152 e,644.0,117.956,5957.0,1.08,0
HD 21520 b,574.0,25.66,4815.0,0.72,0
HD 215497 b,532.0,21.692,5629.0,0.9,0
HD 215497 c,1058.0,218.497,5985.0,1.11,0
HD 216435 b,512.0,19.127,5301.0,0.82,0
HD 216437 b,786.0,101.4,5913.0,1.04,0
HD 216520 b,503.0,28.851,5754.0,1.13,0
HD 216520 c,1309.0,329.49033599999996,5754.0,1.13,0
HD 216536 b,619.0,96.976,4651.0,0.7,0
HD 216770 b,625.0,50.427,3864.0,0.49,0
HD 21693 b,1418.0,341.809,5933.0,1.026,0
HD 21693 c,997.0,236.167,5933.0,1.026,0
HD 217107 b,1039.0,62.025,6010.0,1.13,0
HD 217107 c,935.0,40.644,6010.0,1.13,0
